event_type,id,agent_id,phone_number,start_time,end_time,disposition
STARTED,691,35,(249) 377-1461,2016-03-18 21:56,,
ENDED,688,30,(519) 5102-0757,2016-03-18 21:56,2016-03-18 21:56,NEW_ORDER
ENDED,535,21,(343) 8256-3641,2016-03-18 21:45,2016-03-18 21:56,BILLING_QUESTION
STARTED,692,30,(705) 1750-3425,2016-03-18 21:56,,
STARTED,693,21,(613) 9947-4470,2016-03-18 21:56,,
ENDED,660,3,(289) 2605-5595,2016-03-18 21:54,2016-03-18 21:56,INCORRECT_NUMBER
STARTED,694,3,(343) 9397-1557,2016-03-18 21:56,,
ENDED,689,27,(705) 6096-8652,2016-03-18 21:56,2016-03-18 21:56,WARM_TRANSFER
ENDED,627,8,(289) 6474-9465,2016-03-18 21:51,2016-03-18 21:56,REQUIRES_SUPERVISOR_ATTENTION
STARTED,695,27,(437) 1985-7582,2016-03-18 21:56,,
ENDED,662,26,(416) 4691-8157,2016-03-18 21:54,2016-03-18 21:56,REQUIRES_SUPERVISOR_ATTENTION
STARTED,696,26,(613) 7808-6230,2016-03-18 21:56,,
STARTED,697,8,(249) 3899-5324,2016-03-18 21:56,,
ENDED,682,17,(905) 885-4265,2016-03-18 21:55,2016-03-18 21:56,COMPLAINT
STARTED,698,17,(365) 7384-2189,2016-03-18 21:56,,
ENDED,687,32,(519) 7003-3918,2016-03-18 21:56,2016-03-18 21:56,TECH_SUPPORT
ENDED,676,31,(647) 4764-1475,2016-03-18 21:55,2016-03-18 21:56,CANCELLATION
ENDED,679,23,(437) 4724-3816,2016-03-18 21:55,2016-03-18 21:56,REFUND
STARTED,699,32,(519) 1851-2992,2016-03-18 21:56,,
ENDED,685,14,(289) 7363-4339,2016-03-18 21:55,2016-03-18 21:56,INCORRECT_NUMBER
STARTED,700,31,(905) 6841-4154,2016-03-18 21:56,,
STARTED,701,23,(519) 6606-9816,2016-03-18 21:56,,
ENDED,656,37,(807) 8546-2124,2016-03-18 21:54,2016-03-18 21:56,BILLING_QUESTION
STARTED,702,37,(807) 4999-3167,2016-03-18 21:56,,
STARTED,703,14,(226) 7095-8670,2016-03-18 21:56,,
ENDED,691,35,(249) 377-1461,2016-03-18 21:56,2016-03-18 21:57,BILLING_QUESTION
ENDED,692,30,(705) 1750-3425,2016-03-18 21:56,2016-03-18 21:57,REQUIRES_SUPERVISOR_ATTENTION
ENDED,694,3,(343) 9397-1557,2016-03-18 21:56,2016-03-18 21:57,WARM_TRANSFER
ENDED,672,11,(519) 7570-1729,2016-03-18 21:55,2016-03-18 21:57,PRODUCT_QUESTION
STARTED,704,3,(226) 4056-2186,2016-03-18 21:57,,
STARTED,705,30,(905) 6219-4924,2016-03-18 21:57,,
STARTED,706,35,(416) 2784-7591,2016-03-18 21:57,,
STARTED,707,11,(343) 266-3227,2016-03-18 21:57,,
ENDED,699,32,(519) 1851-2992,2016-03-18 21:56,2016-03-18 21:57,CANCELLATION
STARTED,708,32,(807) 7468-9000,2016-03-18 21:57,,
ENDED,661,19,(647) 9818-5751,2016-03-18 21:54,2016-03-18 21:57,PRODUCT_QUESTION
STARTED,709,19,(226) 3160-7435,2016-03-18 21:57,,
ENDED,701,23,(519) 6606-9816,2016-03-18 21:56,2016-03-18 21:57,DROPPED_WHILE_TALKING
STARTED,710,23,(343) 6484-3014,2016-03-18 21:57,,
ENDED,705,30,(905) 6219-4924,2016-03-18 21:57,2016-03-18 21:57,BILLING_QUESTION
ENDED,697,8,(249) 3899-5324,2016-03-18 21:56,2016-03-18 21:57,NEW_ORDER
ENDED,704,3,(226) 4056-2186,2016-03-18 21:57,2016-03-18 21:57,DROPPED_WHILE_TALKING
STARTED,711,30,(416) 1221-9163,2016-03-18 21:57,,
STARTED,712,8,(519) 2813-6398,2016-03-18 21:57,,
STARTED,713,3,(647) 5262-0300,2016-03-18 21:57,,
ENDED,605,29,(416) 257-8016,2016-03-18 21:50,2016-03-18 21:57,INCORRECT_NUMBER
STARTED,714,29,(416) 418-6192,2016-03-18 21:57,,
ENDED,669,9,(437) 6032-4849,2016-03-18 21:54,2016-03-18 21:57,PRODUCT_QUESTION
ENDED,708,32,(807) 7468-9000,2016-03-18 21:57,2016-03-18 21:57,PRODUCT_QUESTION
STARTED,715,32,(519) 2959-7106,2016-03-18 21:57,,
ENDED,610,36,(705) 2808-8025,2016-03-18 21:50,2016-03-18 21:57,WARM_TRANSFER
ENDED,715,32,(519) 2959-7106,2016-03-18 21:57,2016-03-18 21:57,REFUND
ENDED,674,10,(807) 4406-5607,2016-03-18 21:55,2016-03-18 21:57,REFUND
STARTED,716,9,(249) 7004-0450,2016-03-18 21:57,,
ENDED,711,30,(416) 1221-9163,2016-03-18 21:57,2016-03-18 21:57,NEW_ORDER
STARTED,717,36,(905) 4844-5754,2016-03-18 21:58,,
STARTED,718,10,(437) 4323-5450,2016-03-18 21:58,,
ENDED,696,26,(613) 7808-6230,2016-03-18 21:56,2016-03-18 21:58,SILENCE
STARTED,719,26,(249) 5192-2561,2016-03-18 21:58,,
STARTED,720,32,(437) 3553-2789,2016-03-18 21:58,,
ENDED,712,8,(519) 2813-6398,2016-03-18 21:57,2016-03-18 21:58,INCORRECT_NUMBER
STARTED,721,30,(519) 416-6987,2016-03-18 21:58,,
ENDED,700,31,(905) 6841-4154,2016-03-18 21:56,2016-03-18 21:58,NEW_ORDER
STARTED,722,31,(807) 4224-9695,2016-03-18 21:58,,
STARTED,723,8,(249) 9661-9837,2016-03-18 21:58,,
ENDED,657,28,(613) 8141-4930,2016-03-18 21:54,2016-03-18 21:58,CANCELLATION
STARTED,724,28,(807) 8017-5938,2016-03-18 21:58,,
ENDED,655,33,(905) 6658-3644,2016-03-18 21:54,2016-03-18 21:58,INCORRECT_NUMBER
ENDED,666,22,(905) 5802-1533,2016-03-18 21:54,2016-03-18 21:58,NEW_ORDER
ENDED,703,14,(226) 7095-8670,2016-03-18 21:56,2016-03-18 21:58,DROPPED_WHILE_TALKING
ENDED,716,9,(249) 7004-0450,2016-03-18 21:57,2016-03-18 21:58,TECH_SUPPORT
STARTED,725,14,(905) 5064-1578,2016-03-18 21:58,,
STARTED,726,9,(289) 8315-6519,2016-03-18 21:58,,
ENDED,724,28,(807) 8017-5938,2016-03-18 21:58,2016-03-18 21:58,NEW_ORDER
STARTED,727,28,(249) 6981-2485,2016-03-18 21:58,,
ENDED,706,35,(416) 2784-7591,2016-03-18 21:57,2016-03-18 21:58,CANCELLATION
ENDED,726,9,(289) 8315-6519,2016-03-18 21:58,2016-03-18 21:58,PRODUCT_QUESTION
STARTED,728,35,(226) 2482-7815,2016-03-18 21:58,,
STARTED,729,22,(519) 7637-9664,2016-03-18 21:58,,
STARTED,730,9,(905) 9754-2230,2016-03-18 21:58,,
ENDED,671,18,(519) 7959-3555,2016-03-18 21:55,2016-03-18 21:58,BILLING_QUESTION
STARTED,731,18,(905) 7359-8136,2016-03-18 21:58,,
STARTED,732,33,(365) 8824-9496,2016-03-18 21:58,,
ENDED,690,1,(365) 7394-7898,2016-03-18 21:56,2016-03-18 21:58,SILENCE
STARTED,733,1,(289) 3726-5591,2016-03-18 21:58,,
ENDED,693,21,(613) 9947-4470,2016-03-18 21:56,2016-03-18 21:59,TECH_SUPPORT
STARTED,734,21,(343) 3038-9021,2016-03-18 21:59,,
ENDED,677,20,(647) 3312-1142,2016-03-18 21:55,2016-03-18 21:59,SILENCE
ENDED,719,26,(249) 5192-2561,2016-03-18 21:58,2016-03-18 21:59,BILLING_QUESTION
STARTED,735,26,(226) 1897-5959,2016-03-18 21:59,,
STARTED,736,20,(226) 7938-5992,2016-03-18 21:59,,
ENDED,686,6,(289) 2520-0640,2016-03-18 21:55,2016-03-18 21:59,COMPLAINT
ENDED,649,25,(437) 8110-4890,2016-03-18 21:53,2016-03-18 21:59,INCORRECT_NUMBER
ENDED,734,21,(343) 3038-9021,2016-03-18 21:59,2016-03-18 21:59,BILLING_QUESTION
STARTED,737,21,(416) 6937-7835,2016-03-18 21:59,,
STARTED,738,25,(289) 2098-4197,2016-03-18 21:59,,
ENDED,638,2,(343) 8535-3574,2016-03-18 21:52,2016-03-18 21:59,SILENCE
ENDED,738,25,(289) 2098-4197,2016-03-18 21:59,2016-03-18 21:59,REQUIRES_SUPERVISOR_ATTENTION
STARTED,739,2,(905) 6681-1937,2016-03-18 21:59,,
STARTED,740,25,(437) 2140-8426,2016-03-18 21:59,,
ENDED,659,12,(416) 5132-0173,2016-03-18 21:54,2016-03-18 21:59,COMPLAINT
ENDED,709,19,(226) 3160-7435,2016-03-18 21:57,2016-03-18 21:59,SILENCE
ENDED,720,32,(437) 3553-2789,2016-03-18 21:58,2016-03-18 21:59,PRODUCT_QUESTION
STARTED,741,32,(289) 7112-6922,2016-03-18 21:59,,
STARTED,742,19,(365) 6833-4109,2016-03-18 21:59,,
STARTED,743,12,(905) 526-6195,2016-03-18 21:59,,
ENDED,600,16,(365) 5982-9733,2016-03-18 21:50,2016-03-18 21:59,SILENCE
STARTED,744,6,(905) 1560-0020,2016-03-18 21:59,,
STARTED,745,16,(807) 7216-1109,2016-03-18 21:59,,
ENDED,729,22,(519) 7637-9664,2016-03-18 21:58,2016-03-18 21:59,TECH_SUPPORT
STARTED,746,22,(343) 4189-6940,2016-03-18 21:59,,
ENDED,723,8,(249) 9661-9837,2016-03-18 21:58,2016-03-18 21:59,PRODUCT_QUESTION
ENDED,714,29,(416) 418-6192,2016-03-18 21:57,2016-03-18 21:59,INCORRECT_NUMBER
STARTED,747,8,(613) 5247-7528,2016-03-18 21:59,,
ENDED,695,27,(437) 1985-7582,2016-03-18 21:56,2016-03-18 21:59,DROPPED_WHILE_TALKING
ENDED,653,24,(437) 2389-1479,2016-03-18 21:53,2016-03-18 22:00,NEW_ORDER
STARTED,748,24,(613) 4859-6799,2016-03-18 22:00,,
STARTED,749,27,(613) 3658-1369,2016-03-18 22:00,,
ENDED,710,23,(343) 6484-3014,2016-03-18 21:57,2016-03-18 22:00,INCORRECT_NUMBER
STARTED,750,23,(343) 9512-2282,2016-03-18 22:00,,
ENDED,748,24,(613) 4859-6799,2016-03-18 22:00,2016-03-18 22:00,DROPPED_WHILE_TALKING
STARTED,751,24,(226) 7662-7998,2016-03-18 22:00,,
STARTED,752,29,(807) 4254-3120,2016-03-18 22:00,,
ENDED,741,32,(289) 7112-6922,2016-03-18 21:59,2016-03-18 22:00,COMPLAINT
STARTED,753,32,(647) 2583-5587,2016-03-18 22:00,,
ENDED,751,24,(226) 7662-7998,2016-03-18 22:00,2016-03-18 22:00,REFUND
STARTED,754,24,(226) 4816-8161,2016-03-18 22:00,,
ENDED,698,17,(365) 7384-2189,2016-03-18 21:56,2016-03-18 22:00,PRODUCT_QUESTION
STARTED,755,17,(613) 443-5996,2016-03-18 22:00,,
ENDED,548,39,(519) 4181-8543,2016-03-18 21:46,2016-03-18 22:00,CANCELLATION
ENDED,753,32,(647) 2583-5587,2016-03-18 22:00,2016-03-18 22:00,DROPPED_WHILE_TALKING
STARTED,756,39,(365) 1631-1906,2016-03-18 22:00,,
STARTED,757,32,(343) 3054-4440,2016-03-18 22:00,,
ENDED,684,7,(226) 3732-9989,2016-03-18 21:55,2016-03-18 22:00,PRODUCT_QUESTION
STARTED,758,7,(905) 9964-6725,2016-03-18 22:00,,
ENDED,735,26,(226) 1897-5959,2016-03-18 21:59,2016-03-18 22:00,REFUND
STARTED,759,26,(647) 999-1380,2016-03-18 22:00,,
ENDED,745,16,(807) 7216-1109,2016-03-18 21:59,2016-03-18 22:00,REFUND
STARTED,760,16,(705) 1020-8726,2016-03-18 22:00,,
ENDED,744,6,(905) 1560-0020,2016-03-18 21:59,2016-03-18 22:00,SILENCE
ENDED,746,22,(343) 4189-6940,2016-03-18 21:59,2016-03-18 22:00,CANCELLATION
ENDED,755,17,(613) 443-5996,2016-03-18 22:00,2016-03-18 22:00,COMPLAINT
ENDED,758,7,(905) 9964-6725,2016-03-18 22:00,2016-03-18 22:00,TECH_SUPPORT
STARTED,761,6,(343) 9609-3605,2016-03-18 22:00,,
STARTED,762,22,(365) 3185-8160,2016-03-18 22:00,,
STARTED,763,17,(416) 1427-5003,2016-03-18 22:01,,
STARTED,764,7,(905) 8242-4413,2016-03-18 22:01,,
ENDED,733,1,(289) 3726-5591,2016-03-18 21:58,2016-03-18 22:01,REQUIRES_SUPERVISOR_ATTENTION
STARTED,765,1,(365) 7641-3545,2016-03-18 22:01,,
ENDED,742,19,(365) 6833-4109,2016-03-18 21:59,2016-03-18 22:01,SILENCE
STARTED,766,19,(705) 9598-8312,2016-03-18 22:01,,
ENDED,743,12,(905) 526-6195,2016-03-18 21:59,2016-03-18 22:01,INCORRECT_NUMBER
STARTED,767,12,(249) 5142-3242,2016-03-18 22:01,,
ENDED,765,1,(365) 7641-3545,2016-03-18 22:01,2016-03-18 22:01,WARM_TRANSFER
ENDED,763,17,(416) 1427-5003,2016-03-18 22:01,2016-03-18 22:01,COMPLAINT
ENDED,727,28,(249) 6981-2485,2016-03-18 21:58,2016-03-18 22:01,WARM_TRANSFER
STARTED,768,17,(905) 8841-9223,2016-03-18 22:01,,
STARTED,769,28,(705) 8340-1395,2016-03-18 22:01,,
STARTED,770,1,(647) 2834-0557,2016-03-18 22:01,,
ENDED,730,9,(905) 9754-2230,2016-03-18 21:58,2016-03-18 22:01,BILLING_QUESTION
STARTED,771,9,(905) 7866-3932,2016-03-18 22:01,,
ENDED,637,5,(226) 8299-8629,2016-03-18 21:52,2016-03-18 22:01,BILLING_QUESTION
STARTED,772,5,(705) 8819-5919,2016-03-18 22:01,,
ENDED,736,20,(226) 7938-5992,2016-03-18 21:59,2016-03-18 22:01,TECH_SUPPORT
ENDED,772,5,(705) 8819-5919,2016-03-18 22:01,2016-03-18 22:01,COMPLAINT
ENDED,680,4,(343) 2882-3119,2016-03-18 21:55,2016-03-18 22:01,INCORRECT_NUMBER
STARTED,773,4,(905) 3628-7015,2016-03-18 22:01,,
STARTED,774,5,(343) 5309-3655,2016-03-18 22:01,,
ENDED,769,28,(705) 8340-1395,2016-03-18 22:01,2016-03-18 22:01,REQUIRES_SUPERVISOR_ATTENTION
STARTED,775,28,(705) 895-4326,2016-03-18 22:01,,
STARTED,776,20,(226) 3449-7896,2016-03-18 22:01,,
ENDED,776,20,(226) 3449-7896,2016-03-18 22:01,2016-03-18 22:01,INCORRECT_NUMBER
STARTED,777,20,(226) 8018-0150,2016-03-18 22:01,,
ENDED,740,25,(437) 2140-8426,2016-03-18 21:59,2016-03-18 22:01,PRODUCT_QUESTION
ENDED,752,29,(807) 4254-3120,2016-03-18 22:00,2016-03-18 22:01,WARM_TRANSFER
STARTED,778,29,(807) 321-4295,2016-03-18 22:02,,
ENDED,770,1,(647) 2834-0557,2016-03-18 22:01,2016-03-18 22:02,DROPPED_WHILE_TALKING
STARTED,779,25,(249) 3993-4614,2016-03-18 22:02,,
ENDED,737,21,(416) 6937-7835,2016-03-18 21:59,2016-03-18 22:02,DROPPED_WHILE_TALKING
ENDED,728,35,(226) 2482-7815,2016-03-18 21:58,2016-03-18 22:02,TECH_SUPPORT
STARTED,780,1,(343) 5441-8477,2016-03-18 22:02,,
STARTED,781,21,(343) 310-7081,2016-03-18 22:02,,
ENDED,773,4,(905) 3628-7015,2016-03-18 22:01,2016-03-18 22:02,SILENCE
STARTED,782,4,(365) 9087-6624,2016-03-18 22:02,,
STARTED,783,35,(905) 6541-7820,2016-03-18 22:02,,
ENDED,721,30,(519) 416-6987,2016-03-18 21:58,2016-03-18 22:02,SILENCE
STARTED,784,30,(613) 4703-1380,2016-03-18 22:02,,
ENDED,780,1,(343) 5441-8477,2016-03-18 22:02,2016-03-18 22:02,DROPPED_WHILE_TALKING
ENDED,739,2,(905) 6681-1937,2016-03-18 21:59,2016-03-18 22:02,NEW_ORDER
ENDED,777,20,(226) 8018-0150,2016-03-18 22:01,2016-03-18 22:02,REFUND
ENDED,764,7,(905) 8242-4413,2016-03-18 22:01,2016-03-18 22:02,SILENCE
ENDED,783,35,(905) 6541-7820,2016-03-18 22:02,2016-03-18 22:02,WARM_TRANSFER
ENDED,725,14,(905) 5064-1578,2016-03-18 21:58,2016-03-18 22:02,NEW_ORDER
STARTED,785,2,(705) 6033-2082,2016-03-18 22:02,,
ENDED,577,38,(613) 9668-9821,2016-03-18 21:48,2016-03-18 22:02,NEW_ORDER
ENDED,757,32,(343) 3054-4440,2016-03-18 22:00,2016-03-18 22:02,PRODUCT_QUESTION
STARTED,786,32,(249) 3686-5362,2016-03-18 22:02,,
ENDED,759,26,(647) 999-1380,2016-03-18 22:00,2016-03-18 22:02,COMPLAINT
ENDED,683,40,(249) 8239-9269,2016-03-18 21:55,2016-03-18 22:02,TECH_SUPPORT
STARTED,787,20,(905) 6471-6265,2016-03-18 22:02,,
STARTED,788,35,(289) 6186-3639,2016-03-18 22:02,,
STARTED,789,38,(647) 9250-9419,2016-03-18 22:02,,
ENDED,778,29,(807) 321-4295,2016-03-18 22:02,2016-03-18 22:02,REQUIRES_SUPERVISOR_ATTENTION
STARTED,790,1,(343) 7626-8766,2016-03-18 22:02,,
STARTED,791,40,(807) 7029-0886,2016-03-18 22:02,,
STARTED,792,7,(519) 901-3102,2016-03-18 22:03,,
STARTED,793,29,(613) 2294-5015,2016-03-18 22:03,,
ENDED,784,30,(613) 4703-1380,2016-03-18 22:02,2016-03-18 22:03,BILLING_QUESTION
ENDED,762,22,(365) 3185-8160,2016-03-18 22:00,2016-03-18 22:03,TECH_SUPPORT
ENDED,768,17,(905) 8841-9223,2016-03-18 22:01,2016-03-18 22:03,PRODUCT_QUESTION
STARTED,794,22,(807) 8174-2182,2016-03-18 22:03,,
ENDED,747,8,(613) 5247-7528,2016-03-18 21:59,2016-03-18 22:03,BILLING_QUESTION
ENDED,771,9,(905) 7866-3932,2016-03-18 22:01,2016-03-18 22:03,SILENCE
STARTED,795,17,(226) 895-1190,2016-03-18 22:03,,
ENDED,750,23,(343) 9512-2282,2016-03-18 22:00,2016-03-18 22:03,CANCELLATION
ENDED,760,16,(705) 1020-8726,2016-03-18 22:00,2016-03-18 22:03,SILENCE
ENDED,766,19,(705) 9598-8312,2016-03-18 22:01,2016-03-18 22:03,NEW_ORDER
STARTED,796,14,(226) 310-2084,2016-03-18 22:03,,
STARTED,797,8,(249) 9831-1807,2016-03-18 22:03,,
STARTED,798,9,(365) 5730-4503,2016-03-18 22:03,,
ENDED,775,28,(705) 895-4326,2016-03-18 22:01,2016-03-18 22:03,BILLING_QUESTION
ENDED,678,13,(416) 2562-2546,2016-03-18 21:55,2016-03-18 22:03,TECH_SUPPORT
STARTED,799,30,(365) 1859-1590,2016-03-18 22:03,,
STARTED,800,13,(365) 1307-0321,2016-03-18 22:03,,
ENDED,622,15,(807) 6963-9053,2016-03-18 21:51,2016-03-18 22:03,DROPPED_WHILE_TALKING
STARTED,801,15,(416) 1299-6247,2016-03-18 22:03,,
STARTED,802,28,(807) 2889-8888,2016-03-18 22:03,,
STARTED,803,26,(416) 7735-6147,2016-03-18 22:03,,
ENDED,800,13,(365) 1307-0321,2016-03-18 22:03,2016-03-18 22:03,REFUND
STARTED,804,19,(519) 3793-2045,2016-03-18 22:03,,
STARTED,805,16,(437) 6520-0703,2016-03-18 22:03,,
STARTED,806,23,(807) 9583-8343,2016-03-18 22:03,,
STARTED,807,13,(905) 1654-9903,2016-03-18 22:03,,
ENDED,801,15,(416) 1299-6247,2016-03-18 22:03,2016-03-18 22:03,REFUND
STARTED,808,15,(705) 9881-8536,2016-03-18 22:03,,
ENDED,782,4,(365) 9087-6624,2016-03-18 22:02,2016-03-18 22:04,COMPLAINT
ENDED,805,16,(437) 6520-0703,2016-03-18 22:03,2016-03-18 22:04,REQUIRES_SUPERVISOR_ATTENTION
STARTED,809,16,(905) 5080-2757,2016-03-18 22:04,,
STARTED,810,4,(416) 4683-6274,2016-03-18 22:04,,
ENDED,785,2,(705) 6033-2082,2016-03-18 22:02,2016-03-18 22:04,DROPPED_WHILE_TALKING
STARTED,811,2,(343) 1297-9062,2016-03-18 22:04,,
ENDED,767,12,(249) 5142-3242,2016-03-18 22:01,2016-03-18 22:04,COMPLAINT
STARTED,812,12,(343) 4944-7266,2016-03-18 22:04,,
ENDED,798,9,(365) 5730-4503,2016-03-18 22:03,2016-03-18 22:04,REFUND
STARTED,813,9,(416) 2984-8112,2016-03-18 22:04,,
ENDED,796,14,(226) 310-2084,2016-03-18 22:03,2016-03-18 22:04,BILLING_QUESTION
ENDED,781,21,(343) 310-7081,2016-03-18 22:02,2016-03-18 22:04,DROPPED_WHILE_TALKING
ENDED,808,15,(705) 9881-8536,2016-03-18 22:03,2016-03-18 22:04,WARM_TRANSFER
ENDED,813,9,(416) 2984-8112,2016-03-18 22:04,2016-03-18 22:04,WARM_TRANSFER
STARTED,814,15,(519) 5421-9804,2016-03-18 22:04,,
STARTED,815,14,(613) 1374-6201,2016-03-18 22:04,,
STARTED,816,21,(437) 9768-2430,2016-03-18 22:04,,
ENDED,789,38,(647) 9250-9419,2016-03-18 22:02,2016-03-18 22:04,TECH_SUPPORT
ENDED,713,3,(647) 5262-0300,2016-03-18 21:57,2016-03-18 22:04,SILENCE
ENDED,809,16,(905) 5080-2757,2016-03-18 22:04,2016-03-18 22:04,PRODUCT_QUESTION
STARTED,817,9,(343) 3086-3285,2016-03-18 22:04,,
STARTED,818,16,(519) 9964-7794,2016-03-18 22:04,,
ENDED,786,32,(249) 3686-5362,2016-03-18 22:02,2016-03-18 22:04,WARM_TRANSFER
ENDED,811,2,(343) 1297-9062,2016-03-18 22:04,2016-03-18 22:04,CANCELLATION
ENDED,722,31,(807) 4224-9695,2016-03-18 21:58,2016-03-18 22:04,COMPLAINT
ENDED,792,7,(519) 901-3102,2016-03-18 22:03,2016-03-18 22:04,REQUIRES_SUPERVISOR_ATTENTION
ENDED,754,24,(226) 4816-8161,2016-03-18 22:00,2016-03-18 22:04,REFUND
ENDED,810,4,(416) 4683-6274,2016-03-18 22:04,2016-03-18 22:04,CANCELLATION
ENDED,732,33,(365) 8824-9496,2016-03-18 21:58,2016-03-18 22:04,REQUIRES_SUPERVISOR_ATTENTION
STARTED,819,24,(249) 9503-1322,2016-03-18 22:04,,
STARTED,820,7,(613) 9030-5972,2016-03-18 22:05,,
STARTED,821,4,(343) 5639-5706,2016-03-18 22:05,,
ENDED,731,18,(905) 7359-8136,2016-03-18 21:58,2016-03-18 22:05,REFUND
STARTED,822,33,(289) 6662-3677,2016-03-18 22:05,,
ENDED,814,15,(519) 5421-9804,2016-03-18 22:04,2016-03-18 22:05,REFUND
STARTED,823,15,(289) 3596-5228,2016-03-18 22:05,,
STARTED,824,18,(289) 1036-8105,2016-03-18 22:05,,
ENDED,823,15,(289) 3596-5228,2016-03-18 22:05,2016-03-18 22:05,BILLING_QUESTION
ENDED,821,4,(343) 5639-5706,2016-03-18 22:05,2016-03-18 22:05,TECH_SUPPORT
STARTED,825,32,(437) 8981-9539,2016-03-18 22:05,,
STARTED,826,15,(437) 5978-2804,2016-03-18 22:05,,
STARTED,827,31,(807) 6940-4413,2016-03-18 22:05,,
STARTED,828,4,(226) 1339-0398,2016-03-18 22:05,,
STARTED,829,3,(437) 6204-6208,2016-03-18 22:05,,
ENDED,825,32,(437) 8981-9539,2016-03-18 22:05,2016-03-18 22:05,REQUIRES_SUPERVISOR_ATTENTION
ENDED,803,26,(416) 7735-6147,2016-03-18 22:03,2016-03-18 22:05,REQUIRES_SUPERVISOR_ATTENTION
STARTED,830,2,(416) 5870-0843,2016-03-18 22:05,,
STARTED,831,32,(647) 2396-3899,2016-03-18 22:05,,
STARTED,832,26,(437) 9019-2664,2016-03-18 22:05,,
ENDED,761,6,(343) 9609-3605,2016-03-18 22:00,2016-03-18 22:05,INCORRECT_NUMBER
STARTED,833,38,(249) 1748-3086,2016-03-18 22:05,,
STARTED,834,6,(343) 5138-9242,2016-03-18 22:05,,
ENDED,717,36,(905) 4844-5754,2016-03-18 21:58,2016-03-18 22:05,REQUIRES_SUPERVISOR_ATTENTION
STARTED,835,36,(226) 4225-1011,2016-03-18 22:05,,
ENDED,707,11,(343) 266-3227,2016-03-18 21:57,2016-03-18 22:05,PRODUCT_QUESTION
ENDED,804,19,(519) 3793-2045,2016-03-18 22:03,2016-03-18 22:05,INCORRECT_NUMBER
ENDED,718,10,(437) 4323-5450,2016-03-18 21:58,2016-03-18 22:05,REFUND
STARTED,836,11,(705) 4529-6113,2016-03-18 22:05,,
ENDED,790,1,(343) 7626-8766,2016-03-18 22:02,2016-03-18 22:05,TECH_SUPPORT
ENDED,749,27,(613) 3658-1369,2016-03-18 22:00,2016-03-18 22:05,INCORRECT_NUMBER
STARTED,837,27,(365) 9944-9788,2016-03-18 22:06,,
ENDED,812,12,(343) 4944-7266,2016-03-18 22:04,2016-03-18 22:06,REFUND
STARTED,838,12,(519) 7318-8595,2016-03-18 22:06,,
STARTED,839,10,(647) 1903-8215,2016-03-18 22:06,,
ENDED,795,17,(226) 895-1190,2016-03-18 22:03,2016-03-18 22:06,PRODUCT_QUESTION
STARTED,840,17,(226) 9526-8410,2016-03-18 22:06,,
ENDED,818,16,(519) 9964-7794,2016-03-18 22:04,2016-03-18 22:06,BILLING_QUESTION
ENDED,839,10,(647) 1903-8215,2016-03-18 22:06,2016-03-18 22:06,TECH_SUPPORT
STARTED,841,19,(905) 9748-2901,2016-03-18 22:06,,
STARTED,842,16,(705) 1457-0337,2016-03-18 22:06,,
ENDED,837,27,(365) 9944-9788,2016-03-18 22:06,2016-03-18 22:06,NEW_ORDER
ENDED,841,19,(905) 9748-2901,2016-03-18 22:06,2016-03-18 22:06,COMPLAINT
ENDED,830,2,(416) 5870-0843,2016-03-18 22:05,2016-03-18 22:06,PRODUCT_QUESTION
ENDED,774,5,(343) 5309-3655,2016-03-18 22:01,2016-03-18 22:06,INCORRECT_NUMBER
STARTED,843,10,(289) 5036-2176,2016-03-18 22:06,,
ENDED,806,23,(807) 9583-8343,2016-03-18 22:03,2016-03-18 22:06,TECH_SUPPORT
STARTED,844,5,(416) 8150-7296,2016-03-18 22:06,,
STARTED,845,2,(905) 8556-4121,2016-03-18 22:06,,
STARTED,846,1,(226) 694-8546,2016-03-18 22:06,,
STARTED,847,23,(365) 8514-3712,2016-03-18 22:06,,
ENDED,845,2,(905) 8556-4121,2016-03-18 22:06,2016-03-18 22:06,INCORRECT_NUMBER
STARTED,848,2,(365) 3661-3611,2016-03-18 22:06,,
ENDED,834,6,(343) 5138-9242,2016-03-18 22:05,2016-03-18 22:06,BILLING_QUESTION
STARTED,849,19,(807) 795-5496,2016-03-18 22:06,,
STARTED,850,6,(905) 5123-0341,2016-03-18 22:06,,
STARTED,851,27,(705) 9664-0048,2016-03-18 22:06,,
ENDED,816,21,(437) 9768-2430,2016-03-18 22:04,2016-03-18 22:06,WARM_TRANSFER
STARTED,852,21,(647) 5309-5736,2016-03-18 22:06,,
ENDED,840,17,(226) 9526-8410,2016-03-18 22:06,2016-03-18 22:06,WARM_TRANSFER
STARTED,853,17,(905) 6488-6534,2016-03-18 22:06,,
ENDED,793,29,(613) 2294-5015,2016-03-18 22:03,2016-03-18 22:07,REFUND
STARTED,854,29,(905) 1050-2834,2016-03-18 22:07,,
ENDED,852,21,(647) 5309-5736,2016-03-18 22:06,2016-03-18 22:07,TECH_SUPPORT
ENDED,842,16,(705) 1457-0337,2016-03-18 22:06,2016-03-18 22:07,INCORRECT_NUMBER
ENDED,702,37,(807) 4999-3167,2016-03-18 21:56,2016-03-18 22:07,BILLING_QUESTION
ENDED,787,20,(905) 6471-6265,2016-03-18 22:02,2016-03-18 22:07,NEW_ORDER
